Código de Entidad;Descripción de Entidad;Fecha de Información;Nombre completo de la tarjeta de crédito;Nombre corto de la tarjeta de crédito;Comisión máxima por administración y mantenimiento de la cuenta;Comisión máxima por servicio de renovación;Tasa efectiva anual máxima de interés compensatorio por financiación de saldos;Tasa efectiva anual máxima de interés por adelanto en efectivo;Ingreso mínimo mensual solicitado;Antigüedad laboral mínima (meses);Edad máxima solicitada;Segmento;Territorio de validez;Más información
341;BANCO MASVENTAS S.A.;2026-03-16;000DVISA GOLD;VISA GOLD;8780,97;205635,52;138,28;138,28;900;3;80;Premium gold;Provincia de Jujuy;000A
341;BANCO MASVENTAS S.A.;2026-03-16;000DVISA PLATINUM;VISA PLA;8780,97;315307,96;138,28;138,28;900;3;80;Premium platinum;Provincia de Jujuy;000A
384;UALA BANK S.A.U.;2026-04-08;TARJETA DE CREDITO MASTERCARD INTERNACIONAL;MASTERCARD INTERNACIONAL;,00;,00;211,22;211,22;0;0;100;Internacional;Todo el territorio nacional;
386;NUEVO BANCO DE ENTRE RÍOS S.A.;2026-04-07;VISA INTERNACIONAL;VISA INTERNACIONAL;10350,00;206267,00;112,89;112,89;15000;0;83;Internacional;Todo el territorio nacional;SERVICIO DE RENOVACION ANUAL: SE BONIFICA TOTAL O PARCIALMENTE, EN FUNCION DE LOS CONSUMOS, SEGUN EL PROGRAMA SUMA PUNTOS.SERVICIO DE RENOVACION ANUAL Y MANTENIMIENTO DE CUENTA:TARJETAS ASOCIADAS A PAQUETE DE CUENTAS BONIFICADO 100 POR CIENTO.-
389;BANCO COLUMBIA S.A.;2026-02-20;TARJETA DE CREDITO INTERNACIONAL ESTANDAR;TARJETA DE CREDITO INT;15946,16;202373,71;150,00;150,00;19051;6;85;Internacional;Todo el territorio nacional;ACTIVOS EN RELACION DE DEPENDENCIA, INGRESO MINIMO SOLICITADO 48500 PESOS PARA CLIENTES NUEVOS Y EXISTENTES, EFECTIVO CON ANTIGUEDAD MINIMA DE 6 MESES AUTONOMOS, INGRESO MINIMO SOLICITADO 117000 PESOS PARA CLIENTES NUEVOS Y EXISTENTES CON 1 ANO DE ANTIGUEDAD LABORAL.JUBILADOS, INGRESO MINIMO SOLICITADO 39500 PESOS PARA CLIENTES NUEVOS Y EXISTENTES.
389;BANCO COLUMBIA S.A.;2026-02-20;TARJETA DE CREDITO SIGNATURE/BLACK ESTANDAR;TARJ DE CRED SIGN/BLACK;21166,75;399048,32;150,00;150,00;19051;6;85;Premium signature, black o similar;Todo el territorio nacional;ACTIVOS EN RELACION DE DEPENDENCIA, INGRESO MINIMO SOLICITADO 48500 PESOS PARA CLIENTES NUEVOS Y EXISTENTES, EFECTIVO CON ANTIGUEDAD MINIMA DE 6 MESES.AUTONOMOS, INGRESO MINIMO SOLICITADO 117000 PESOS PARA CLIENTES NUEVOS Y EXISTENTES CON 1 ANO DE ANTIGUEDAD LABORAL.JUBILADOS, INGRESO MINIMO SOLICITADO 39500 PESOS PARA CLIENTES NUEVOS Y EXISTENTES.
389;BANCO COLUMBIA S.A.;2026-02-20;TARJETA DE CREDITO GOLD ESTANDAR;TARJETA DE CREDITO GOLD;18648,45;252962,60;150,00;150,00;19051;6;85;Premium gold;Todo el territorio nacional;ACTIVOS EN RELACION DE DEPENDENCIA, INGRESO MINIMO SOLICITADO 48500 PESOS PARA CLIENTES NUEVOS Y EXISTENTES, EFECTIVO CON ANTIGUEDAD MINIMA DE 6 MESES.AUTONOMOS, INGRESO MINIMO SOLICITADO 117000 PESOS PARA CLIENTES NUEVOS Y EXISTENTES CON 1 ANO DE ANTIGUEDAD LABORAL.JUBILADOS, INGRESO MINIMO SOLICITADO 39500 PESOS PARA CLIENTES NUEVOS Y EXISTENTES.
426;BANCO BICA S.A.;2026-04-15;TARJETA DE CREDITO VISA SIGNATURE;VISA SIGNATURE;28581,00;493653,00;185,34;185,34;300000;12;79;Premium signature, black o similar;Todo el territorio nacional;
426;BANCO BICA S.A.;2026-04-15;TARJETA DE CREDITO MASTERCARD ORO;MASTERCARD ORO;15879,00;244785,00;185,34;185,34;300000;12;79;Premium gold;Todo el territorio nacional;
426;BANCO BICA S.A.;2026-04-15;TARJETA DE CREDITO VISA GOLD;VISA GOLD;15879,00;244785,00;185,34;185,34;300000;12;79;Premium gold;Todo el territorio nacional;
426;BANCO BICA S.A.;2026-04-15;TARJETA DE CREDITO VISA INTERNACIONAL;VISA INTERNACIONAL;13973,00;134326,00;185,34;185,34;300000;12;79;Internacional;Todo el territorio nacional;
426;BANCO BICA S.A.;2026-04-15;TARJETA DE CREDITO MASTERCARD BLACK;MASTERCARD BLACK;28581,00;493653,00;185,34;185,34;300000;12;79;Premium signature, black o similar;Todo el territorio nacional;
426;BANCO BICA S.A.;2026-04-15;TARJETA DE CREDITO VISA PLATINUM;VISA PLATINUM;18420,00;405507,00;185,34;185,34;300000;12;79;Premium platinum;Todo el territorio nacional;
426;BANCO BICA S.A.;2026-04-15;TARJETA DE CREDITO MASTERCARD PLATINUM;MASTERCARD PLATINUM;18420,00;405507,00;185,34;185,34;300000;12;79;Premium platinum;Todo el territorio nacional;
426;BANCO BICA S.A.;2026-04-15;TARJETA DE CREDITO MASTERCARD INTERNACIONAL;MASTERCARD INTERNACIONAL;13973,00;134326,00;185,34;185,34;300000;12;79;Internacional;Todo el territorio nacional;
431;BANCO COINAG S.A.;2026-03-31;VISA SIGNATURE;VISA SIGNATURE;11500,00;225400,00;97,51;97,51;0;6;75;Premium signature, black o similar;Todo el territorio nacional;
431;BANCO COINAG S.A.;2026-03-31;VISA PLATINIUM;VISA PLATINIUM;6200,00;115700,00;97,51;97,51;0;6;75;Premium platinum;Todo el territorio nacional;
431;BANCO COINAG S.A.;2026-03-31;VISA GOLD;VISA GOLD;6200,00;78900,00;97,51;97,51;0;6;75;Premium gold;Todo el territorio nacional;
431;BANCO COINAG S.A.;2026-03-31;VISA INTERNACIONAL;VISA INTERNACIONAL;6200,00;42100,00;97,51;97,51;0;6;75;Internacional;Todo el territorio nacional;
432;BANCO DE COMERCIO S.A.;2026-04-16;TARJETA DE CREDITO;MC INTERNACIONAL;9300,00;82328,00;461,06;103,62;1500;6;70;Internacional;Todo el territorio nacional;
432;BANCO DE COMERCIO S.A.;2026-04-16;TARJETA DE CREDITO;MC GOLD;9300,00;196578,00;968,15;103,62;1500;6;70;Premium gold;Todo el territorio nacional;
432;BANCO DE COMERCIO S.A.;2026-04-16;TARJETA DE CREDITO;MC PLATINUM;9300,00;250190,00;1049,16;103,62;1500;6;70;Premium platinum;Todo el territorio nacional;
435;BANCO SUCREDITO REGIONAL S.A.U.;2025-12-01;TARJETA SUCREDITO;SUCREDITO;7005,90;8823,93;196,08;;1500;4;75;Nacional;Provincia de Tucumán;
435;BANCO SUCREDITO REGIONAL S.A.U.;2025-12-01;TARJETA SUCREDITO;SUCREDITO;7005,90;8823,93;196,08;;1500;4;75;Nacional;Provincia de Salta;
435;BANCO SUCREDITO REGIONAL S.A.U.;2025-12-01;TARJETA SUCREDITO;SUCREDITO;7005,90;8823,93;196,08;;1500;4;75;Nacional;Provincia de Santiago del Estero;
435;BANCO SUCREDITO REGIONAL S.A.U.;2025-12-01;TARJETA SUCREDITO;SUCREDITO;7005,90;8823,93;196,08;;1500;4;75;Nacional;Provincia de Jujuy;
435;BANCO SUCREDITO REGIONAL S.A.U.;2025-12-01;TARJETA SUCREDITO;SUCREDITO;7005,90;8823,93;196,08;;1500;4;75;Nacional;Provincia de Córdoba;
448;BANCO DINO S.A.;2026-03-20;TARJETA DE CREDITO MASTERCARD INTERNACIONAL;MASTERCARD INTERNACIONAL;9084,08;108900,00;149,91;149,91;350000;12;75;Internacional;Provincia de Córdoba;LA COMISION POR SERVICIO DE RENOVACION SE BONIFICA SI EL CONSUMO ANUAL ES SUPERIOR A LOS PESOS 600000
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;EFECTIVO SI VISA;EFECTIVO SI VISA;7977,00;92313,00;304,81;304,81;5000;6;83;Premium gold;Todo el territorio nacional;
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;EFECTIVO SI VISA;EFECTIVO SI VISA;7977,00;27724,00;304,81;304,81;5000;6;83;Nacional;Todo el territorio nacional;
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;EFECTIVO SI VISA;EFECTIVO SI VISA;7977,00;65557,00;304,81;304,81;5000;6;83;Internacional;Todo el territorio nacional;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-03-13;MONTEMAR;TM;14305,25;;214,07;214,07;0;12;75;Nacional;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-03-13;MONTEMAR;TM;14305,25;;214,07;214,07;0;12;75;Nacional;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-03-13;MASTERCARD BLACK;MCI;41073,79;504653,76;117,01;214,07;0;12;75;Premium platinum;Todo el territorio nacional;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-03-13;MASTERCARD INTERNACIONAL;MCI;18120,06;147190,68;214,07;214,07;0;12;75;Internacional;Todo el territorio nacional;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-03-13;MASTERCARD REGIONAL;MCR;18120,06;122340,31;214,07;214,07;0;12;75;Nacional;Todo el territorio nacional;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-03-13;MASTERCARD PLATINUM;MCI;18120,06;364935,57;214,07;214,07;0;12;75;Premium platinum;Todo el territorio nacional;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-03-13;MONTEMAR;TM;14305,25;;214,07;214,07;0;12;75;Nacional;Provincia del Neuquén;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-03-13;MASTERCARD GOLD;MCO;18120,06;266924,30;214,07;214,07;0;12;75;Premium gold;Todo el territorio nacional;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-03-13;MONTEMAR;TM;14305,25;;214,07;214,07;0;12;75;Nacional;Provincia de Córdoba;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-03-13;MONTEMAR;TM;14305,25;;214,07;214,07;0;12;75;Nacional;Provincia de Mendoza;
55028;Favanet S.A.;2021-09-20;FAVACARD;FAVACARD;125,84;747,78;60,10;60,10;3750;4;75;Nacional;Provincia de Buenos Aires;
55028;Favanet S.A.;2021-09-20;FAVACARD CABAL;FAVACARD CABAL;33,28;132,13;60,10;60,10;3750;4;75;Internacional;Todo el territorio nacional;
65203;CRÉDITO REGIONAL COMPAÑÍA FINANCIERA S.A.U.;2024-09-16;TARJETA DE CREDITO MASTERCARD;MASTER;320,00;4500,00;127,42;127,42;10000;12;68;Premium gold;Todo el territorio nacional;
65203;CRÉDITO REGIONAL COMPAÑÍA FINANCIERA S.A.U.;2024-09-16;TARJETA DE CREDITO MASTERCARD;MASTER;320,00;3500,00;127,42;127,42;10000;12;68;Internacional;Todo el territorio nacional;
70101;AMERICAN EXPRESS ARGENTINA S.A.;2026-04-01;THE PLATINUM CREDIT CARD AEROLINEAS PLUS;PLATINUM AEROLINEAS PLUS;,00;399300,00;158,32;,00;2649113;0;100;Internacional;Todo el territorio nacional;
70140;COTO CENTRO INTEGRAL DE COMERCIALIZAC SA;2026-03-31;TARJETA COTO INTELIGENTE;TCI;2222,77;,00;133,56;,00;2400;6;80;Nacional;Todo el territorio nacional;
70141;YPF S.A.;2026-02-13;YPFENRUTA;YER;636,76;,00;63,33;;0;0;100;Nacional;Todo el territorio nacional;CANONAPP
70141;YPF S.A.;2026-02-13;YPFENRUTA;YER;1273,53;,00;63,33;;0;0;100;Nacional;Todo el territorio nacional;CANONFISICO
70142;ALARFIN S.A.;2026-03-31;TARJETA OMIX;TARJETA OMIX;6292,00;23958,00;160,95;160,95;10000;6;70;Nacional;Todo el territorio nacional;
70142;ALARFIN S.A.;2026-03-31;TARJETA OMIX;TARJETA OMIX;6292,00;23958,00;160,95;160,95;10000;6;70;Nacional;Provincia de Buenos Aires;
70147;CENCOSUD S.A.;2026-04-14;TARJETA CENCOPAY MASTERCARD PLUS;TRJ CENCOPAY MASTER PLUS;8932,22;88172,70;133,42;133,66;400000;0;78;Internacional;Todo el territorio nacional;
70147;CENCOSUD S.A.;2026-04-14;TARJETA CENCOPAY;TRJ CENCOPAY;8932,22;88172,70;133,42;133,66;400000;0;78;Nacional;Todo el territorio nacional;
70147;CENCOSUD S.A.;2026-04-14;TARJETA CENCOPAY MASTERCARD INTERNACIONAL;TRJ CENCOPAY MASTER;8932,22;88172,70;133,42;133,66;400000;0;78;Internacional;Todo el territorio nacional;
70147;CENCOSUD S.A.;2026-04-14;TARJETA CENCOPAY MASTERCARD BLACK;TRJ CENCOPAY MASTER BLACK;8932,22;195294,00;133,42;133,66;400000;0;78;Premium platinum;Todo el territorio nacional;
70151;GRUPO CTALAMOCHITA S.A.;2026-04-14;1A TARJETA CIUDAD;1TC;1573,00;;86,16;;155000;12;100;Nacional;Provincia de Córdoba;
70154;TELEPEAJE S.A.;2026-02-18;TELEPEAJE PLUS;TELEPEAJE PLUS;,00;,00;48,21;,00;0;0;100;Nacional;Todo el territorio nacional;TARJETA DE COMPRA APLICADA A CONSUMOS DE PEAJES U OTROS SERVICIOS ADICIONALES
70156;LIDERAR CARD S.A.;2022-10-31;LIDERAR CARD SA;LIDERAR CARD;242,00;1815,00;48,50;97,00;5000;6;80;Internacional;Todo el territorio nacional;
70161;FIDEN S.A.;2021-04-29;TARJETA GARBARINO MASTERCARD INTERNACIONAL;TARJETA MASTERCARD;234,74;1452,00;97,51;97,51;7500;6;80;Internacional;Todo el territorio nacional;
70161;FIDEN S.A.;2021-04-29;TARJETA COMPUMUNDO MASTERCARD INTERNACIONAL;TARJETA MASTERCARD;234,74;1452,00;97,51;97,51;7500;6;80;Internacional;Todo el territorio nacional;
70165;Propay SRL;2022-07-15;MASTERCARD PROPAY;PROPAY;140,00;1620,00;52,57;52,57;20000;6;60;Nacional;Todo el territorio nacional;
70166;PRESTAMAS S.A.;2026-03-25;HAGAMAS;HAGAMAS;16537,00;209408,00;139,84;139,84;100000;12;90;Nacional;Ciudad Autónoma de Buenos Aires;0
70168;Findi S.A.;2026-03-24;LEMON CASH TARJETA DE CREDITO;LEMON CASH TC;7500,00;,00;109,81;,00;0;0;100;Internacional;Todo el territorio nacional;ENTREGA BONIFICADA. MANTENIMIENTO DESPUES LOS PRIMEROS TRES MESES
70210;ITALCRED S.A.;2026-04-01;ITALCRED;ITALCRED;11601,35;66388,13;133,66;133,66;0;0;75;Nacional;Todo el territorio nacional;0
70212;CREDI-PAZ S.A.;2026-03-04;CABAL CREDIPAZ;CABAL CREDIPAZ;4840,00;,00;228,78;228,78;250000;6;80;Internacional;Todo el territorio nacional;
70224;TARJETAS DEL MAR S.A.;2026-04-15;TARJETA LA ANONIMA PURA;TARJETA LA;7725,85;,00;129,55;129,55;0;3;80;Nacional;Provincia de Tierra del Fuego Antártida e Islas del Atlántico Sur;IMPORTES EXENTOS DE IVA
70224;TARJETAS DEL MAR S.A.;2026-04-15;TARJETA LA ANONIMA PURA;TARJETA LA;7723,00;,00;129,55;129,55;0;3;80;Nacional;Todo el territorio nacional;
70228;SANTA MONICA S.A.;2026-04-08;TARJETA ELEBAR CABAL;ELEBAR CABAL;14397,79;,00;105,23;105,23;150000;4;75;Internacional;Todo el territorio nacional;
70228;SANTA MONICA S.A.;2026-04-08;TARJETA ELEBAR;ELEBAR;11324,29;45679,92;106,36;106,36;15000;4;80;Nacional;Provincia de Buenos Aires;
70229;CONTAR S.A.;2026-03-15;CLIPER CABAL;CLIPER CABAL;8470,00;38720,00;105,99;105,99;1100000;4;70;Internacional;Todo el territorio nacional;
70229;CONTAR S.A.;2026-03-15;CLIPER;CLIPER;10285,00;58080,00;105,99;105,99;700000;4;70;Nacional;Provincia de Buenos Aires;
70231;MUTUAL DE ASOC Y ADHER CLUB SPORTS SALTO;2024-10-31;AMSASS CARD;AMSASS CARD;300,00;,00;88,80;44,40;0;12;100;Nacional;Provincia de Buenos Aires;0
70234;NUEVA CARD S.A.;2026-03-25;COOPEPLUS;COOPEPLUS;7489,90;16044,60;131,50;;1500;6;85;Nacional;Provincia de Buenos Aires;
70234;NUEVA CARD S.A.;2026-03-25;COOPEPLUS;COOPEPLUS;7489,90;16044,60;131,50;;1500;6;85;Nacional;Provincia de Río Negro;
70234;NUEVA CARD S.A.;2026-03-25;BAHIA BLANCA PLAZA SHOPPING;BBPS;3496,90;;131,50;;1500;6;85;Nacional;Provincia de Buenos Aires;
70234;NUEVA CARD S.A.;2026-03-25;COOPEPLUS;COOPEPLUS;7489,90;16044,60;131,50;;1500;6;85;Nacional;Provincia de Córdoba;
70234;NUEVA CARD S.A.;2026-03-25;COOPEPLUS;COOPEPLUS;7489,90;16044,60;131,50;;1500;6;85;Nacional;Ciudad Autónoma de Buenos Aires;
70234;NUEVA CARD S.A.;2026-03-25;COOPEPLUS;COOPEPLUS;7489,90;16044,60;131,50;;1500;6;85;Nacional;Provincia de La Pampa;
70234;NUEVA CARD S.A.;2026-03-25;COOPEPLUS;COOPEPLUS;7489,90;16044,60;131,50;;1500;6;85;Nacional;Provincia de Santa Fe;
70234;NUEVA CARD S.A.;2026-03-25;COOPEPLUS;COOPEPLUS;7489,90;16044,60;131,50;;1500;6;85;Nacional;Provincia del Neuquén;
70234;NUEVA CARD S.A.;2026-03-25;COOPEPLUS;COOPEPLUS;7489,90;16044,60;131,50;;1500;6;85;Nacional;Provincia del Chubut;
70239;FERTIL FINANZAS S.A.;2026-04-10;TARJETA FERTIL;TARJ.FERTIL;8470,00;29040,00;106,36;177,22;8000;4;78;Nacional;Provincia de Buenos Aires;
70248;FAVACARD S.A;2026-04-14;FAVACARD CABAL;FAVACARD CABAL;16704,64;56443,77;133,01;133,01;0;4;75;Internacional;Todo el territorio nacional;
70248;FAVACARD S.A;2026-04-14;FAVACARD;FAVACARD;11180,80;46974,33;133,01;133,01;0;4;75;Nacional;Provincia de Buenos Aires;
70252;JUCARD JUNIN S.R.L.;2026-04-10;JUCARD JUNIN SRL;FULLCARD;9066,53;,00;161,72;161,72;6500;12;100;Nacional;Provincia de Buenos Aires;
70257;TARTAN S.A.;2026-04-17;CLIPER CABAL;CLIPER CABAL;8470,00;38720,00;105,99;105,99;1100000;4;70;Internacional;Todo el territorio nacional;
70257;TARTAN S.A.;2026-04-17;CLIPER;CLIPER;10285,00;58080,00;105,99;105,99;650000;4;70;Nacional;Provincia de Buenos Aires;
70268;Asociación Mutual 20 de Julio;2026-01-27;TARJETA BUENA;TARJETA BUENA;60,00;,00;38,70;,00;0;0;100;Nacional;Todo el territorio nacional;SEGUNDA PRESENTACION
70269;Credinos Cooperativa de Vivienda, Crédito, Consumo, Servicios Asistenciales y de Turismo Ltda.;2026-04-09;TARJETA CLICK VISA;VISA;6050,00;18150,00;116,94;116,94;0;12;64;Internacional;Todo el territorio nacional;
70270;Asociación Mutual Club Social Deportivo Ascensión;2025-03-12;ASOCIACION MUTUAL CLUB SOCIAL DEPORTIVO ASCENSION;TARJETA GAUCHA;700,00;4200,00;110,29;110,29;0;12;500;Nacional;Provincia de Buenos Aires;
70301;Tarjeta Pampeana S.A;2026-03-30;TARJETA PAMPEANA SOCIEDAD ANONIMA;TARJETA PAMPEANA MASTER;36299,99;,00;125,91;125,91;100000;6;78;Internacional;Todo el territorio nacional;
70301;Tarjeta Pampeana S.A;2026-03-30;TARJETA PAMPEANA SOCIEDAD ANONIMA;TARJETA PAMPEANA CLASICA;26619,99;,00;125,91;125,91;100000;6;78;Nacional;Todo el territorio nacional;
70301;Tarjeta Pampeana S.A;2026-03-30;TARJETA PAMPEANA SOCIEDAD ANONIMA;TARJETA PAMPEANA GOLD;31459,99;,00;125,91;125,91;100000;6;78;Nacional;Todo el territorio nacional;
70301;Tarjeta Pampeana S.A;2026-03-30;TARJETA PAMPEANA SOCIEDAD ANONIMA;TARJETA PAMPEANA PREMIUM;29039,99;,00;125,91;125,91;100000;6;78;Nacional;Todo el territorio nacional;
70407;TALOR SOCIEDAD COLECTIVA;2026-04-01;TARJETA LOCAL;TARJETA LOCAL;8300,00;,00;122,54;122,54;30000;1;60;Nacional;Provincia de Córdoba;TARJETA REGIONAL
70408;TARJETA NARANJA S.A.;2026-03-30;TARJETA NARANJA;TARJETA NARANJA;7163,20;8835,97;133,57;133,57;2000;4;80;Nacional;Todo el territorio nacional;PARA TIERRA DEL FUEGO A LAS TARIFAS INFORMADAS DEBE DESCONTARSE EL IVA
70408;TARJETA NARANJA S.A.;2026-03-30;TARJETA NARANJA MASTERCARD;TN MASTERCARD;12699,99;17997,54;133,57;133,57;2000;4;80;Internacional;Todo el territorio nacional;PARA TIERRA DEL FUEGO A LAS TARIFAS INFORMADAS DEBE DESCONTARSE EL IVA
70408;TARJETA NARANJA S.A.;2026-03-30;TARJETA NARANJA VISA;TN VISA;12699,99;17997,54;133,57;133,57;2000;4;80;Internacional;Todo el territorio nacional;PARA TIERRA DEL FUEGO A LAS TARIFAS INFORMADAS DEBE DESCONTARSE EL IVA
70411;TEVISAL S.A.;2026-04-01;PLANPLATINO;PLANPLATINO;10648,00;16032,50;106,36;,00;1500;3;100;Nacional;Provincia de San Luis;
70412;Zafiro S.A.;2026-04-04;PLAN PLATINO;PLAN PLATINO;9852,06;14534,64;106,34;,00;1500;3;100;Nacional;Provincia de Córdoba;
70413;VILLTER S.R.L.;2026-04-01;PLANPLATINO;PLANPLATINO;10648,00;16032,50;106,36;,00;1500;3;100;Nacional;Provincia de Córdoba;
70420;Corfa Servi S.R.L.;2026-04-01;CORFA SERVI SRL;TARJETA BELL VILLE;7900,00;,00;122,54;122,54;10000;1;60;Nacional;Provincia de Córdoba;TARJETA REGIONAL BELL VILLE
70421;MUTUAL COYSPU;2024-01-25;TARJETA COYSPU;TARJETA COYSPU;770,00;441,00;380,99;380,99;0;12;100;;Todo el territorio nacional;
70424;Tarjeta PL S.A.;2026-04-07;PASELIBRE;PL;6279,90;7018,00;103,82;;200000;6;75;Nacional;Provincia de Córdoba;
70427;TARJETA GRUPAR S.A.;2019-11-20;TARJETA GRUPAR S.A.;TG;;;;;;;;;;
70429;MUTUAL DE LAS COMUNIDADES;2026-04-07;MUTUAL DE LAS COMUNIDADES;MUTUAL COMUNIDADES;8000,00;16000,00;122,71;122,71;0;0;100;Internacional;Todo el territorio nacional;TARJETA CON ACEPTACION EN TERRITORIO NACIONAL Y LIMITROFES
70430;ASOC. MUTUAL DEL CLUB ALMAFUERTE DE LAS VARILLAS;2026-03-27;TARJETA MUTUAL ALMAFUERTE;TARJETA MUTUAL;3000,00;12000,00;60,00;60,00;500000;6;100;Internacional;Todo el territorio nacional;TARJETA CON ACEPTACION EN TERRITORIO NACIONAL Y LIMITROFES
70433;SISCOM S.R.L.;2026-04-06;MI CIUDAD;MI CIUDAD;3800,00;18000,00;129,46;129,47;15000;6;99;Nacional;Todo el territorio nacional;
70503;LOCRED SRL;2026-04-16;TARJETA LOCRED BLACK;TARJETA LOCRED BLACK;13024,52;22478,18;133,35;133,35;350000;6;64;;Provincia de Corrientes;
70503;LOCRED SRL;2026-04-16;TARJETA LOCRED;TARJETA LOCRED;10917,73;22478,18;133,35;133,35;350000;6;64;;Provincia de Corrientes;
70503;LOCRED SRL;2026-04-16;TARJETA LOCRED;TARJETA LOCRED;10917,73;22478,18;133,35;133,35;350000;6;64;;Provincia del Chaco;
70503;LOCRED SRL;2026-04-16;TARJETA LOCRED BLACK;TARJETA LOCRED BLACK;13024,52;22478,18;133,35;133,35;350000;6;64;;Provincia del Chaco;
70602;ACTUAL S.A.;2020-10-22;ACTUAL SA;TARJETA ACTUAL;241,99;919,97;101,60;101,60;17000;6;65;Nacional;Todo el territorio nacional;
70603;COOP SERV ADM VTAS CRED Y CRED GUIA LTDA;2025-12-26;COOPERATIVA DE SERVICIOS DE ADMINISTRACION DE VENTAS A CREDITO GUIA LTDA;CREDI GUIA;7006,00;14157,00;127,33;,00;100000;4;100;Nacional;Provincia del Neuquén;A PARTIR DE LOS 75 AÑOS DE EDAD, SE DEBE PRESENTAR GARANTE. ANTIGUEDAD LABORAL, SUJETA A TIPO DE CONTRATO
70603;COOP SERV ADM VTAS CRED Y CRED GUIA LTDA;2025-12-26;COOPERATIVA DE SERVICIOS DE ADMINISTRACION DE VENTAS A CREDITO GUIA LTDA;CREDI GUIA;7006,00;14157,00;127,33;,00;100000;4;100;Nacional;Provincia de Río Negro;A PARTIR DE LOS 75 AÑOS DE EDAD, SE DEBE PRESENTAR GARANTE. ANTIGUEDAD LABORAL, SUJETA A TIPO DE CONTRATO
70704;EMCO San Luis S.A.;2020-06-26;TARJETAPLENA;TARJETAPLENA;241,99;1085,37;155,12;155,12;7500;3;65;Nacional;Todo el territorio nacional;
70802;S.A. CLUB DEL ESTE;2026-04-06;TARJETA CLUB D. ESTE;CLUB DEL ESTE;3025,00;11616,00;133,57;133,57;10000;12;100;Nacional;Todo el territorio nacional;
70803;SISTEMA DE CREDITO DE ENTRE RIOS S.A.;2026-04-01;SISTEMA DE CREDITO DE ENTRE RIOS S.A.;SIDECREER CABAL;12007,92;19990,00;133,66;133,66;0;0;100;Internacional;Todo el territorio nacional;
70803;SISTEMA DE CREDITO DE ENTRE RIOS S.A.;2026-04-01;SISTEMA DE CREDITO DE ENTRE RIOS S.A.;SIDECREER;9990,00;19990,00;133,66;133,66;0;0;100;Nacional;Provincia de Entre Ríos;
70805;DILFER S.A.;2026-04-16;VISA-CONSUMAX VISA CLASSIC;CONSUMAX VISA CLASSIC;7500,79;12098,79;161,73;,00;6000;4;85;Internacional;Todo el territorio nacional;
70805;DILFER S.A.;2026-04-16;VISA-CONSUMAX VISA GOLD;CONSUMAX VISA GOLD;8710,79;14518,79;161,73;,00;6000;4;85;Premium gold;Todo el territorio nacional;
70805;DILFER S.A.;2026-04-16;TARJETA CONSUMAX GOLD;CONSUMAX GOLD;5443,79;9678,79;161,73;,00;6000;4;85;Premium gold;Provincia de Corrientes;
70805;DILFER S.A.;2026-04-16;TARJETA CONSUMAX GOLD;CONSUMAX GOLD;5443,79;9678,79;161,73;,00;6000;4;85;Premium gold;Provincia de Entre Ríos;
70806;EMPRENDER S.A.;2024-12-10;LOCAL PLUS;LOCAL PLUS;153670,00;238854,00;10404,00;,00;300000;6;65;Nacional;Provincia de Entre Ríos;SIN OBSERVACIONES
70808;Caja Municipal de Préstamos Sociedad de Economía Mixta;2026-03-26;TARJETA CAJAMIXTA CAJA MUNICIPAL DE PRESTAMOS SEM;TARJETA CAJA MIXTA;193,60;544,50;158,59;158,59;0;0;60;Nacional;Provincia de Entre Ríos;
70903;Única compañía de Crédito S.A.;2026-03-11;;UNICA CLASICA;5900,00;17300,00;162,31;,00;500000;1;73;Nacional;Provincia de Santiago del Estero;
70903;Única compañía de Crédito S.A.;2026-03-11;UNICA CABAL;UNICA CABAL;1430,00;3640,00;162,31;,00;500000;1;73;Internacional;Todo el territorio nacional;
71101;NOA CARD S.A.;2026-04-01;NOA EXPRESS;NOA EXPRESS;124,17;118,17;87,90;;5000;6;65;Nacional;Provincia de Jujuy;
71103;GLOBAL S.R.L.;2026-04-13;TARJETA GENIAL;GENIAL;580,00;1500,00;133,66;133,66;1500;12;80;Nacional;Provincia de Salta;TARJETA REGIONAL
71103;GLOBAL S.R.L.;2026-04-13;TARJETA GENIAL;GENIAL;580,00;1500,00;133,66;133,66;1500;12;80;Nacional;Provincia de Jujuy;TARJETA REGIONAL
71202;EMPRESUR S.A.;2025-03-10;TARJETAQIDA;QIDA;612,26;1891,23;156,34;156,34;20000;4;74;Nacional;Provincia de Río Negro;
