Código de Entidad;Descripción de Entidad;Fecha de Información;Nombre completo del Préstamo Personal;Nombre corto del Préstamo Personal;Denominación;Monto máximo otorgable;Monto mínimo otorgable;Plazo máximo otorgable;Ingreso mínimo mensual solicitado;Antigüedad laboral mínima (meses);Edad máxima solicitada;Relación cuota/ingreso (%);Beneficiario;Cargo máximo por cancelación anticipada;Tasa efectiva anual máxima;Tipo de Tasa;Costo financiero efectivo total máximo;Cuota inicial a plazo máximo cada $10.000;Territorio de validez de la oferta;Más información
55087;Préstamos Bam S.A.;2026-02-06; PLAN BAM 3;PLANBAM3;Pesos;2000000;1000;3;0;3;65;30,00;Empleados públicos;15,23;484,85;Fija;484,85;466598,00;Provincia de Mendoza;
55087;Préstamos Bam S.A.;2026-02-06; MUNICIPALES MENDOZA;MUNMENDOZA;Pesos;2000000;1000;12;0;3;65;30,00;Empleados públicos;15,23;574,17;Fija;574,17;275649,00;Provincia de Mendoza;
55088;Asociación Mutual de Docentes de la Provincia del Chaco;2026-03-06;AYUDAS ECONOMICAS EXCLUSIVO EMPLEADOS PUBLICOS CON ANTIGUEDAD MAYOR A 1 AÑO;AYUEC;Pesos;1000000;10000;12;0;12;100;40,00;Empleados públicos;,00;54,00;Fija;55,62;129684,00;Provincia del Chaco;
55088;Asociación Mutual de Docentes de la Provincia del Chaco;2026-03-06;RESTO DE LOS SERVICIOS MUTUALES EXCLUSIVO EMPLEADOS PUBLICOS;SERMU;Pesos;1000000;100;12;0;0;100;40,00;Empleados públicos;,00;54,00;Fija;55,62;129684,00;Provincia del Chaco;
55090;DILCAR S.A.;2026-02-05;CP - CREDITO HABITAR;CP - CREDITO HABITAR;Pesos;1000000;5000;12;30000;12;100;35,00;Empleados públicos;,00;532,00;Fija;785,00;1890,00;Todo el territorio nacional;
55090;DILCAR S.A.;2026-02-05;CP - CREDITO HABITAR;CP - CREDITO HABITAR;Pesos;1000000;5000;12;30000;12;100;35,00;Personas humanas en relación de dependencia;,00;532,00;Fija;785,00;1890,00;Todo el territorio nacional;
55090;DILCAR S.A.;2026-02-05;CP - CREDITO HABITAR;CP - CREDITO HABITAR;Pesos;1000000;5000;12;30000;12;100;35,00;Personas humanas Monotributistas;,00;532,00;Fija;785,00;1890,00;Todo el territorio nacional;
55090;DILCAR S.A.;2026-02-05;CP - CREDITO HABITAR;CP - CREDITO HABITAR;Pesos;1000000;5000;12;30000;12;100;35,00;Personas humanas Responsables Inscriptos;,00;532,00;Fija;785,00;1890,00;Todo el territorio nacional;
55091;CREDIAR S.A.;2026-03-12;PRESTAMOPERSONAL;PP;Pesos;5000000;100000;24;346800;6;72;35,00;Todos los beneficiarios;,00;608,81;Fija;900,78;21129,00;Todo el territorio nacional;
55092;Dante Tanino Hogar S.A.;2026-04-16;PERSONALES;;Pesos;12000000;1;12;0;0;100;40,00;Todos los beneficiarios;,00;87,00;Fija;70,00;14166,00;Provincia de Santa Fe;
55093;FINANCOMP S.A.;2026-04-13;PRESTAMOSPERSONALES;PP;Pesos;2000000;100000;18;1200000;6;78;25,00;Personas humanas en relación de dependencia;,00;475,00;Fija;563,41;2124,00;Todo el territorio nacional;
55094;Genesys S.A.;2026-04-10;PROGRAMA DE FINANCIAMIENTO FEDERAL;PLAN 0;Pesos;1000000;1000;36;3;36;65;40,00;Empleados públicos;10,00;180,00;Fija;647,00;1000,00;Provincia de La Rioja;PLANES APLICADOS A ESTABLECIMIENTOS DE ELECTRODOMESTICOS DESDE PLAZO 10.
55094;Genesys S.A.;2026-04-10;PROGRAMA DE FINANCIAMIENTO FEDERAL;PLAN 45;Pesos;1000000;1000;36;3;36;65;40,00;Empleados públicos;10,00;162,00;Fija;515,00;1000,00;Provincia de La Rioja;PLANES APLICADOS A ESTABLECIMIENTOS DE ELECTRODOMESTICOS DESDE PLAZO 10. TEA MAXIMA 162,00. TNA MINIMA 140,00. CFT 515,00.
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC PVJ;PRESTAMO CRENAC PVJ;Pesos;1000000;3000;24;0;0;82;30,00;Beneficiarios de cuentas de la seguridad social;10,00;257,00;Fija;257,00;237500,00;Provincia de Corrientes;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC PVA;PRESTAMO CRENAC PVA;Pesos;1000000;3000;18;0;0;82;30,00;Beneficiarios de cuentas de la seguridad social;10,00;309,00;Fija;309,00;275000,00;Provincia de Jujuy;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC PD;PRESTAMO CRENAC DUDOSO;Pesos;80000;3000;9;0;0;82;30,00;Personas humanas en relación de dependencia;10,00;465,00;Fija;465,00;458500,00;Provincia de Corrientes;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC DESC TD;PRESTAMO CRENAC U TD;Pesos;1000000;3000;18;0;0;82;30,00;Personas humanas en relación de dependencia;10,00;331,00;Fija;331,00;291500,00;Provincia de Tucumán;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CHUBUT;CHUBUT;Pesos;2000000;3000;12;0;0;82;30,00;Personas humanas en relación de dependencia;10,00;386,00;Fija;386,00;379900,00;Provincia del Chubut;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC PVA;PRESTAMO CRENAC PVA;Pesos;1000000;3000;18;0;0;82;30,00;Personas humanas en relación de dependencia;10,00;309,00;Fija;309,00;275000,00;Provincia de Salta;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CHUBUT;CHUBUT;Pesos;2000000;3000;12;0;0;82;30,00;Beneficiarios de cuentas de la seguridad social;10,00;386,00;Fija;386,00;379900,00;Provincia del Chubut;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC PVA;PRESTAMO CRENAC PVA;Pesos;1000000;3000;18;0;0;82;30,00;Empleados públicos;10,00;309,00;Fija;309,00;275000,00;Provincia de Jujuy;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC PVJ;PRESTAMO CRENAC PVJ;Pesos;1000000;3000;24;0;0;82;30,00;Empleados públicos;10,00;257,00;Fija;257,00;237500,00;Provincia de Corrientes;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC PVJ;PRESTAMO CRENAC PVJ;Pesos;1000000;3000;24;0;0;82;30,00;Personas humanas en relación de dependencia;10,00;257,00;Fija;257,00;237500,00;Provincia de Jujuy;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC PD;PRESTAMO CRENAC DUDOSO;Pesos;80000;3000;9;0;0;82;30,00;Beneficiarios de cuentas de la seguridad social;10,00;465,00;Fija;465,00;458500,00;Provincia de Entre Ríos;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC PVA;PRESTAMO CRENAC PVA;Pesos;1000000;3000;18;0;0;82;30,00;Beneficiarios de cuentas de la seguridad social;10,00;309,00;Fija;309,00;275000,00;Provincia de Salta;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC PD;PRESTAMO CRENAC DUDOSO;Pesos;80000;3000;9;0;0;82;30,00;Empleados públicos;10,00;465,00;Fija;465,00;458500,00;Provincia de Corrientes;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC DESC TD;PRESTAMO CRENAC U TD;Pesos;1000000;3000;18;0;0;82;30,00;Beneficiarios de cuentas de la seguridad social;10,00;331,00;Fija;331,00;291500,00;Provincia de Salta;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC PD;PRESTAMO CRENAC DUDOSO;Pesos;80000;3000;9;0;0;82;30,00;Personas humanas en relación de dependencia;10,00;465,00;Fija;465,00;458500,00;Provincia de Entre Ríos;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC PVA;PRESTAMO CRENAC PVA;Pesos;1000000;3000;18;0;0;82;30,00;Personas humanas en relación de dependencia;10,00;309,00;Fija;309,00;275000,00;Provincia de Tucumán;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CAJA DE CORDOBA;CORDOBA;Pesos;1000000;3000;24;0;0;82;30,00;Beneficiarios de cuentas de la seguridad social;10,00;269,00;Fija;269,00;233500,00;Provincia de Córdoba;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC PVJ;PRESTAMO CRENAC PVJ;Pesos;1000000;3000;24;0;0;82;30,00;Beneficiarios de cuentas de la seguridad social;10,00;257,00;Fija;257,00;237500,00;Provincia de Salta;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC PD;PRESTAMO CRENAC DUDOSO;Pesos;80000;3000;9;0;0;82;30,00;Empleados públicos;10,00;465,00;Fija;465,00;458500,00;Provincia de Entre Ríos;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC DESC TD;PRESTAMO CRENAC U TD;Pesos;1000000;3000;18;0;0;82;30,00;Personas humanas en relación de dependencia;10,00;331,00;Fija;331,00;291500,00;Provincia de Salta;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC PD;PRESTAMO CRENAC DUDOSO;Pesos;80000;3000;9;0;0;82;30,00;Personas humanas en relación de dependencia;10,00;465,00;Fija;465,00;458500,00;Provincia de Tucumán;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC PD;PRESTAMO CRENAC DUDOSO;Pesos;80000;3000;9;0;0;82;30,00;Personas humanas en relación de dependencia;10,00;465,00;Fija;465,00;458500,00;Provincia de Salta;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC DESC TD;PRESTAMO CRENAC U TD;Pesos;1000000;3000;18;0;0;82;30,00;Empleados públicos;10,00;331,00;Fija;331,00;291500,00;Provincia de Corrientes;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC DESC TD;PRESTAMO CRENAC U TD;Pesos;1000000;3000;18;0;0;82;30,00;Empleados públicos;10,00;331,00;Fija;331,00;291500,00;Provincia de Tucumán;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC PVJ;PRESTAMO CRENAC PVJ;Pesos;1000000;3000;24;0;0;82;30,00;Personas humanas en relación de dependencia;10,00;257,00;Fija;257,00;237500,00;Provincia de Corrientes;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC PD;PRESTAMO CRENAC DUDOSO;Pesos;80000;3000;9;0;0;82;30,00;Empleados públicos;10,00;465,00;Fija;465,00;458500,00;Provincia de Tucumán;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CHUBUT;CHUBUT;Pesos;2000000;3000;12;0;0;82;30,00;Empleados públicos;10,00;386,00;Fija;386,00;379900,00;Provincia del Chubut;
55095;CRENAC S.A.;2026-04-14;PRESTAMO WEB;PRESTAMO WEB;Pesos;1000000;50000;12;0;0;82;20,00;Personas humanas en relación de dependencia;10,00;647,00;Fija;647,00;1166500,00;Todo el territorio nacional;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC PVA;PRESTAMO CRENAC PVA;Pesos;1000000;3000;18;0;0;82;30,00;Empleados públicos;10,00;309,00;Fija;309,00;275000,00;Provincia de Corrientes;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC PVJ;PRESTAMO CRENAC PVJ;Pesos;1000000;3000;24;0;0;82;30,00;Personas humanas en relación de dependencia;10,00;257,00;Fija;257,00;237500,00;Provincia de Salta;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC PVA;PRESTAMO CRENAC PVA;Pesos;1000000;3000;18;0;0;82;30,00;Personas humanas en relación de dependencia;10,00;309,00;Fija;309,00;275000,00;Provincia de Corrientes;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC PD;PRESTAMO CRENAC DUDOSO;Pesos;80000;3000;9;0;0;82;30,00;Beneficiarios de cuentas de la seguridad social;10,00;465,00;Fija;465,00;458500,00;Provincia de Salta;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC PVA;PRESTAMO CRENAC PVA;Pesos;1000000;3000;18;0;0;82;30,00;Beneficiarios de cuentas de la seguridad social;10,00;309,00;Fija;309,00;275000,00;Provincia de Corrientes;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC PVA;PRESTAMO CRENAC PVA;Pesos;1000000;3000;18;0;0;82;30,00;Empleados públicos;10,00;309,00;Fija;309,00;275000,00;Provincia de Salta;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC DESC TD;PRESTAMO CRENAC U TD;Pesos;1000000;3000;18;0;0;82;30,00;Personas humanas en relación de dependencia;10,00;331,00;Fija;331,00;291500,00;Provincia de Corrientes;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC DESC TD;PRESTAMO CRENAC U TD;Pesos;1000000;3000;18;0;0;82;30,00;Beneficiarios de cuentas de la seguridad social;10,00;331,00;Fija;331,00;291500,00;Provincia de Tucumán;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC DESC TD;PRESTAMO CRENAC U TD;Pesos;1000000;3000;18;0;0;82;30,00;Beneficiarios de cuentas de la seguridad social;10,00;331,00;Fija;331,00;291500,00;Provincia de Corrientes;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC CA;PRESTAMO CRENAC CA;Pesos;277000;20000;30;0;0;82;30,00;Empleados públicos;10,00;143,00;Fija;143,00;161000,00;Todo el territorio nacional;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC PD;PRESTAMO CRENAC DUDOSO;Pesos;80000;3000;9;0;0;82;30,00;Beneficiarios de cuentas de la seguridad social;10,00;465,00;Fija;465,00;458500,00;Provincia de Corrientes;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC PD;PRESTAMO CRENAC DUDOSO;Pesos;80000;3000;9;0;0;82;30,00;Beneficiarios de cuentas de la seguridad social;10,00;465,00;Fija;465,00;458500,00;Provincia de Tucumán;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC PVA;PRESTAMO CRENAC PVA;Pesos;1000000;3000;18;0;0;82;30,00;Empleados públicos;10,00;309,00;Fija;309,00;275000,00;Provincia de Tucumán;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC PVJ;PRESTAMO CRENAC PVJ;Pesos;1000000;3000;24;0;0;82;30,00;Empleados públicos;10,00;257,00;Fija;257,00;237500,00;Provincia de Tucumán;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC PVJ;PRESTAMO CRENAC PVJ;Pesos;1000000;3000;24;0;0;82;30,00;Beneficiarios de cuentas de la seguridad social;10,00;257,00;Fija;257,00;237500,00;Provincia de Tucumán;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC PVJ;PRESTAMO CRENAC PVJ;Pesos;1000000;3000;24;0;0;82;30,00;Personas humanas en relación de dependencia;10,00;257,00;Fija;257,00;237500,00;Provincia de Tucumán;
55095;CRENAC S.A.;2026-04-14;PRESTAMO WEB;PRESTAMO WEB;Pesos;1000000;50000;12;0;0;82;20,00;Beneficiarios de cuentas de la seguridad social;10,00;647,00;Fija;647,00;1166500,00;Todo el territorio nacional;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC PD;PRESTAMO CRENAC DUDOSO;Pesos;80000;3000;9;0;0;82;30,00;Empleados públicos;10,00;465,00;Fija;465,00;458500,00;Provincia de Salta;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC PVA;PRESTAMO CRENAC PVA;Pesos;1000000;3000;18;0;0;82;30,00;Beneficiarios de cuentas de la seguridad social;10,00;309,00;Fija;309,00;275000,00;Provincia de Tucumán;
55095;CRENAC S.A.;2026-04-14;PRESTAMO WEB;PRESTAMO WEB;Pesos;1000000;50000;12;0;0;82;20,00;Empleados públicos;10,00;647,00;Fija;647,00;1166500,00;Todo el territorio nacional;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC PD;PRESTAMO CRENAC DUDOSO;Pesos;80000;3000;9;0;0;82;30,00;Empleados públicos;10,00;465,00;Fija;465,00;458500,00;Provincia de Jujuy;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC DESC TD;PRESTAMO CRENAC U TD;Pesos;1000000;3000;18;0;0;82;30,00;Personas humanas en relación de dependencia;10,00;331,00;Fija;331,00;291500,00;Provincia de Jujuy;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC PVJ;PRESTAMO CRENAC PVJ;Pesos;1000000;3000;24;0;0;82;30,00;Empleados públicos;10,00;257,00;Fija;257,00;237500,00;Provincia de Salta;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC DESC TD;PRESTAMO CRENAC U TD;Pesos;1000000;3000;18;0;0;82;30,00;Empleados públicos;10,00;331,00;Fija;331,00;291500,00;Provincia de Salta;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC DESC TD;PRESTAMO CRENAC U TD;Pesos;1000000;3000;18;0;0;82;30,00;Empleados públicos;10,00;331,00;Fija;331,00;291500,00;Provincia de Misiones;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC DESC TD;PRESTAMO CRENAC U TD;Pesos;1000000;3000;18;0;0;82;30,00;Beneficiarios de cuentas de la seguridad social;10,00;331,00;Fija;331,00;291500,00;Provincia de Jujuy;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC PVA;PRESTAMO CRENAC PVA;Pesos;1000000;3000;18;0;0;82;30,00;Empleados públicos;10,00;309,00;Fija;309,00;275000,00;Provincia de Misiones;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC PVA;PRESTAMO CRENAC PVA;Pesos;1000000;3000;18;0;0;82;30,00;Personas humanas en relación de dependencia;10,00;309,00;Fija;309,00;275000,00;Provincia de Jujuy;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC PVJ;PRESTAMO CRENAC PVJ;Pesos;1000000;3000;24;0;0;82;30,00;Personas humanas en relación de dependencia;10,00;257,00;Fija;257,00;237500,00;Provincia de Misiones;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC PVA;PRESTAMO CRENAC PVA;Pesos;1000000;3000;18;0;0;82;30,00;Personas humanas en relación de dependencia;10,00;309,00;Fija;309,00;275000,00;Provincia de Misiones;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC PD;PRESTAMO CRENAC DUDOSO;Pesos;80000;3000;9;0;0;82;30,00;Beneficiarios de cuentas de la seguridad social;10,00;465,00;Fija;465,00;458500,00;Provincia de Misiones;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC PD;PRESTAMO CRENAC DUDOSO;Pesos;80000;3000;9;0;0;82;30,00;Empleados públicos;10,00;465,00;Fija;465,00;458500,00;Provincia de Misiones;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC PVJ;PRESTAMO CRENAC PVJ;Pesos;1000000;3000;24;0;0;82;30,00;Empleados públicos;10,00;257,00;Fija;257,00;237500,00;Provincia de Jujuy;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC DESC TD;PRESTAMO CRENAC U TD;Pesos;1000000;3000;18;0;0;82;30,00;Empleados públicos;10,00;331,00;Fija;331,00;291500,00;Provincia de Jujuy;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC PVJ;PRESTAMO CRENAC PVJ;Pesos;1000000;3000;24;0;0;82;30,00;Beneficiarios de cuentas de la seguridad social;10,00;257,00;Fija;257,00;237500,00;Provincia de Jujuy;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC PVJ;PRESTAMO CRENAC PVJ;Pesos;1000000;3000;24;0;0;82;30,00;Beneficiarios de cuentas de la seguridad social;10,00;257,00;Fija;257,00;237500,00;Provincia de Misiones;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC PVA;PRESTAMO CRENAC PVA;Pesos;1000000;3000;18;0;0;82;30,00;Beneficiarios de cuentas de la seguridad social;10,00;309,00;Fija;309,00;275000,00;Provincia de Misiones;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC DESC TD;PRESTAMO CRENAC U TD;Pesos;1000000;3000;18;0;0;82;30,00;Personas humanas en relación de dependencia;10,00;331,00;Fija;331,00;291500,00;Provincia de Misiones;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC PVJ;PRESTAMO CRENAC PVJ;Pesos;1000000;3000;24;0;0;82;30,00;Empleados públicos;10,00;257,00;Fija;257,00;237500,00;Provincia de Misiones;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC PD;PRESTAMO CRENAC DUDOSO;Pesos;80000;3000;9;0;0;82;30,00;Personas humanas en relación de dependencia;10,00;465,00;Fija;465,00;458500,00;Provincia de Jujuy;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC PD;PRESTAMO CRENAC DUDOSO;Pesos;80000;3000;9;0;0;82;30,00;Beneficiarios de cuentas de la seguridad social;10,00;465,00;Fija;465,00;458500,00;Provincia de Jujuy;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC PD;PRESTAMO CRENAC DUDOSO;Pesos;80000;3000;9;0;0;82;30,00;Personas humanas en relación de dependencia;10,00;465,00;Fija;465,00;458500,00;Provincia de Misiones;
55095;CRENAC S.A.;2026-04-14;PRESTAMO CRENAC DESC TD;PRESTAMO CRENAC U TD;Pesos;1000000;3000;18;0;0;82;30,00;Beneficiarios de cuentas de la seguridad social;10,00;331,00;Fija;331,00;291500,00;Provincia de Misiones;
55096;FINANCIACIONES CUYO S.A.;2026-04-15;PRESTAMO PERSONAL DNI;PPDNI;Pesos;500000;1000;12;0;0;75;30,00;Todos los beneficiarios;,00;,00;Fija;,00;,00;Provincia de Córdoba;TASA EFECTIVA ANUAL MAXIMA 1156 CON 86 COSTO FINANCIERO EFECTIVO TOTAL MAXIMO 1156 CON 86 CUOTA INICIAL A PLAZO MAXIMO CADA $ 10000 20000 CON 00
55096;FINANCIACIONES CUYO S.A.;2026-04-15;PRESTAMO PERSONAL JUBILADO;PPJUBILADO;Pesos;550000;1000;12;0;0;75;30,00;Todos los beneficiarios;,00;,00;Fija;,00;,00;Provincia de San Luis;TASA EFECTIVA ANUAL MAXIMA 1156 CON 86 COSTO FINANCIERO EFECTIVO TOTAL MAXIMO 1156 CON 86 CUOTA INICIAL A PLAZO MAXIMO CADA $ 10000 20000 CON 00
55096;FINANCIACIONES CUYO S.A.;2026-04-15;PRESTAMO PERSONAL SUELDO;PPSUELDO;Pesos;1500000;1000;12;50000;6;75;30,00;Todos los beneficiarios;,00;,00;Fija;,00;,00;Provincia de Córdoba;TASA EFECTIVA ANUAL MAXIMA 1156 CON 86 COSTO FINANCIERO EFECTIVO TOTAL MAXIMO 1156 CON 86 CUOTA INICIAL A PLAZO MAXIMO CADA $ 10000 20000 CON 00
55096;FINANCIACIONES CUYO S.A.;2026-04-15;PRESTAMO PERSONAL SUELDO;PPSUELDO;Pesos;1500000;1000;12;50000;6;75;30,00;Todos los beneficiarios;,00;,00;Fija;,00;,00;Provincia de San Luis;TASA EFECTIVA ANUAL MAXIMA 1156 CON 86 COSTO FINANCIERO EFECTIVO TOTAL MAXIMO 1156 CON 86 CUOTA INICIAL A PLAZO MAXIMO CADA $ 10000 20000 CON 00
55096;FINANCIACIONES CUYO S.A.;2026-04-15;PRESTAMO PERSONAL JUBILADO;PPJUBILADO;Pesos;550000;1000;12;0;0;75;30,00;Todos los beneficiarios;,00;,00;Fija;,00;,00;Provincia de Córdoba;TASA EFECTIVA ANUAL MAXIMA 1156 CON 86 COSTO FINANCIERO EFECTIVO TOTAL MAXIMO 1156 CON 86 CUOTA INICIAL A PLAZO MAXIMO CADA $ 10000 20000 CON 00
55096;FINANCIACIONES CUYO S.A.;2026-04-15;PRESTAMO PERSONAL DNI;PPDNI;Pesos;500000;1000;12;0;0;75;30,00;Todos los beneficiarios;,00;,00;Fija;,00;,00;Provincia de San Luis;TASA EFECTIVA ANUAL MAXIMA 1156 CON 86 COSTO FINANCIERO EFECTIVO TOTAL MAXIMO 1156 CON 86 CUOTA INICIAL A PLAZO MAXIMO CADA $ 10000 20000 CON 00
55097;La Vitalicia Sociedad Mutual;2024-01-18;AMORTIZABLES FRANCES CON CODIGO DE DESC ACTIVOS CABA;AMORT. COD. DES. CABA;Pesos;1000000;1000;36;0;0;63;30,00;Empleados públicos;10,00;460,26;Fija;880,07;2047,86;Ciudad Autónoma de Buenos Aires;EDAD MAXIMA SOLICITADA EN MUJERES: 58 AÑOS - EDAD MAXIMA SOLICITADA EN HOMBRES: 63 AÑOS
55098;CONSUMO S.A.;2025-12-26;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;5000000;5000;24;10000;12;79;20,00;Empleados públicos;48,40;696,35;Fija;1082,79;203667,00;Provincia de Catamarca;
55098;CONSUMO S.A.;2025-12-26;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;5000000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;696,35;Fija;1082,79;203667,00;Provincia de La Rioja;
55098;CONSUMO S.A.;2025-12-26;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;5000000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;696,35;Fija;1082,79;203667,00;Provincia de Catamarca;
55098;CONSUMO S.A.;2025-12-26;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;5000000;5000;24;10000;12;79;20,00;Empleados públicos;48,40;696,35;Fija;1082,79;203667,00;Provincia de La Rioja;
55098;CONSUMO S.A.;2025-12-26;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;5000000;5000;24;10000;12;79;20,00;Beneficiarios de cuentas de la seguridad social;48,40;696,35;Fija;1082,79;203667,00;Provincia de Catamarca;
55098;CONSUMO S.A.;2025-12-26;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;5000000;5000;24;10000;12;79;20,00;Personas humanas Responsables Inscriptos;48,40;696,35;Fija;1082,79;203667,00;Provincia de La Rioja;
55098;CONSUMO S.A.;2025-12-26;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;5000000;5000;24;10000;12;79;20,00;Personas humanas Monotributistas;48,40;696,35;Fija;1082,79;203667,00;Provincia de Catamarca;
55098;CONSUMO S.A.;2025-12-26;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;5000000;5000;24;10000;12;79;20,00;Personas humanas Monotributistas;48,40;696,35;Fija;1082,79;203667,00;Provincia de La Rioja;
55098;CONSUMO S.A.;2025-12-26;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;5000000;5000;24;10000;12;79;20,00;Personas humanas Responsables Inscriptos;48,40;696,35;Fija;1082,79;203667,00;Provincia de Catamarca;
55098;CONSUMO S.A.;2025-12-26;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;5000000;5000;24;10000;12;79;20,00;Beneficiarios de cuentas de la seguridad social;48,40;696,35;Fija;1082,79;203667,00;Provincia de La Rioja;
55100;BAZAR AVENIDA S.A.;2025-12-26;CREDITO TRADICIONAL;CREDITO TRADICIONAL;Pesos;3850000;5000;24;10000;12;79;20,00;Beneficiarios de cuentas de la seguridad social;48,40;221,71;Fija;305,72;124146,00;Provincia de Entre Ríos;
55100;BAZAR AVENIDA S.A.;2025-12-26;CREDITO TRADICIONAL;CREDITO TRADICIONAL;Pesos;3850000;5000;24;10000;12;79;20,00;Empleados públicos;48,40;221,71;Fija;305,72;124146,00;Provincia de Tucumán;
55100;BAZAR AVENIDA S.A.;2025-12-26;CREDITO TRADICIONAL;CREDITO TRADICIONAL;Pesos;3850000;5000;24;10000;12;79;20,00;Beneficiarios de cuentas de la seguridad social;48,40;221,71;Fija;305,72;124146,00;Provincia de Entre Ríos;
